LATITUDE,LONGITUDE,DATE,EVAP,PRCP,TMAX,TMIN
28.7158,-97.1744,20050213,10,13,222,133
28.7158,-97.1744,20050214,3,0,272,106
28.7158,-97.1744,20050215,5,0,283,-9999
28.7158,-97.1744,20050216,18,0,272,167
28.7158,-97.1744,20050217,20,0,233,144
28.7158,-97.1744,20050218,18,0,167,122
28.7158,-97.1744,20050219,10,0,178,122
28.7158,-97.1744,20050220,13,18,228,122
28.7158,-97.1744,20050221,23,0,267,122
28.7158,-97.1744,20050222,8,0,239,161
28.7158,-97.1744,20050223,25,0,261,178
28.7158,-97.1744,20050224,30,178,289,144
28.7158,-97.1744,20050225,18,56,183,94
28.7158,-97.1744,20050226,18,30,183,100
28.7158,-97.1744,20050227,0,226,178,83
28.7158,-97.1744,20050228,33,0,200,89
28.7158,-97.1744,20050301,36,0,211,72
28.7158,-97.1744,20050302,38,0,211,89
28.7158,-97.1744,20050303,5,188,206,106
28.7158,-97.1744,20050304,10,3,156,83
28.7158,-97.1744,20050305,3,0,228,94
28.7158,-97.1744,20050306,13,30,228,94
28.7158,-97.1744,20050307,5,168,228,94
28.7158,-97.1744,20050308,30,5,272,100
28.7158,-97.1744,20050309,36,0,272,100
28.7158,-97.1744,20050310,48,0,244,72
28.7158,-97.1744,20050311,48,0,267,72
28.7158,-97.1744,20050312,48,0,217,78
28.7158,-97.1744,20050313,48,0,283,83
28.7158,-97.1744,20050314,56,0,322,83
28.7158,-97.1744,20050315,46,0,211,94
28.7158,-97.1744,20050316,18,69,172,78
28.7158,-97.1744,20050317,3,3,133,39
28.7158,-97.1744,20050318,41,0,178,44
28.7158,-97.1744,20050319,33,0,239,50
28.7158,-97.1744,20050320,36,244,267,44
28.7158,-97.1744,20050321,30,0,267,50
28.7158,-97.1744,20050322,18,3,256,161
28.7158,-97.1744,20050323,58,0,272,94
28.7158,-97.1744,20050324,48,0,250,100
28.7158,-97.1744,20050325,41,3,261,133
28.7158,-97.1744,20050326,36,0,283,189
28.7158,-97.1744,20050327,30,28,283,94
28.7158,-97.1744,20050328,5,3,283,56
28.7158,-97.1744,20050329,48,0,250,100
28.7158,-97.1744,20050330,3,0,250,144
28.7158,-97.1744,20050331,43,0,300,194
28.7158,-97.1744,20050401,30,0,278,144
28.7158,-97.1744,20050402,74,0,222,72
28.7158,-97.1744,20050403,48,0,239,50
28.7158,-97.1744,20050404,46,0,239,78
28.7158,-97.1744,20050405,36,3,256,122
28.7158,-97.1744,20050406,30,185,272,144
28.7158,-97.1744,20050407,64,0,283,139
28.7158,-97.1744,20050408,64,0,283,128
28.7158,-97.1744,20050409,41,0,267,128
28.7158,-97.1744,20050410,53,0,272,128
28.7158,-97.1744,20050411,23,8,272,128
28.7158,-97.1744,20050412,64,0,306,94
28.7158,-97.1744,20050413,30,0,289,100
28.7158,-97.1744,20050414,53,0,306,117
28.7158,-97.1744,20050415,56,0,272,122
28.7158,-97.1744,20050416,36,0,250,128
28.7158,-97.1744,20050417,43,0,267,133
28.7158,-97.1744,20050418,36,0,267,128
28.7158,-97.1744,20050419,13,3,233,183
28.7158,-97.1744,20050420,23,5,261,172
28.7158,-97.1744,20050421,20,0,261,194
28.7158,-97.1744,20050422,41,0,294,200
28.7158,-97.1744,20050423,36,0,306,178
28.7158,-97.1744,20050424,64,0,250,106
28.7158,-97.1744,20050425,56,0,239,111
28.7158,-97.1744,20050426,8,89,206,156
28.7158,-97.1744,20050427,58,3,267,106
28.7158,-97.1744,20050428,61,0,294,106
28.7158,-97.1744,20050429,46,3,289,183
28.7158,-97.1744,20050430,33,0,311,161
28.7158,-97.1744,20050501,46,0,311,83
28.7158,-97.1744,20050502,53,0,317,83
28.7158,-97.1744,20050503,43,0,250,122
28.7158,-97.1744,20050504,56,0,267,139
28.7158,-97.1744,20050505,41,0,256,128
28.7158,-97.1744,20050506,48,0,272,139
28.7158,-97.1744,20050507,53,0,272,144
28.7158,-97.1744,20050508,48,0,278,144
28.7158,-97.1744,20050509,41,229,278,150
28.7158,-97.1744,20050510,30,0,294,189
28.7158,-97.1744,20050511,41,0,294,217
28.7158,-97.1744,20050512,48,0,283,222
28.7158,-97.1744,20050513,23,0,272,200
28.7158,-97.1744,20050514,48,0,283,167
28.7158,-97.1744,20050515,46,0,300,167
28.7158,-97.1744,20050516,48,0,311,167
28.7158,-97.1744,20050517,15,274,261,150
28.7158,-97.1744,20050518,46,0,289,167
28.7158,-97.1744,20050519,48,0,300,189
28.7158,-97.1744,20050520,48,0,283,194
28.7158,-97.1744,20050521,48,0,322,206
28.7158,-97.1744,20050522,51,0,333,206
28.7158,-97.1744,20050523,51,0,333,200
28.7158,-97.1744,20050524,53,0,322,183
28.7158,-97.1744,20050525,56,0,328,189
28.7158,-97.1744,20050526,53,0,328,206
28.7158,-97.1744,20050527,38,64,328,211
28.7158,-97.1744,20050528,48,0,311,211
28.7158,-97.1744,20050529,48,0,317,189
28.7158,-97.1744,20050530,46,272,317,189
28.7158,-97.1744,20050531,46,0,317,189
28.7158,-97.1744,20050601,51,135,317,194
28.7158,-97.1744,20050602,43,51,317,189
28.7158,-97.1744,20050603,56,0,328,217
28.7158,-97.1744,20050604,33,0,306,239
28.7158,-97.1744,20050605,53,0,311,239
28.7158,-97.1744,20050606,46,0,317,233
28.7158,-97.1744,20050607,48,3,322,239
28.7158,-97.1744,20050608,53,0,322,244
28.7158,-97.1744,20050609,48,0,317,244
28.7158,-97.1744,20050610,56,0,322,233
28.7158,-97.1744,20050611,61,0,317,222
28.7158,-97.1744,20050612,53,0,328,206
28.7158,-97.1744,20050613,56,0,328,206
28.7158,-97.1744,20050614,48,0,333,222
28.7158,-97.1744,20050615,53,0,344,228
28.7158,-97.1744,20050616,48,0,344,211
28.7158,-97.1744,20050617,58,0,350,206
28.7158,-97.1744,20050618,58,0,350,222
28.7158,-97.1744,20050619,53,0,350,222
28.7158,-97.1744,20050620,46,0,350,222
28.7158,-97.1744,20050621,61,0,344,200
28.7158,-97.1744,20050622,58,0,339,200
28.7158,-97.1744,20050623,58,0,339,206
28.7158,-97.1744,20050624,64,0,344,200
28.7158,-97.1744,20050625,51,0,344,211
28.7158,-97.1744,20050626,51,0,344,211
28.7158,-97.1744,20050627,56,0,344,206
28.7158,-97.1744,20050628,51,0,344,217
28.7158,-97.1744,20050629,58,0,356,217
28.7158,-97.1744,20050630,53,0,356,-9999
28.7158,-97.1744,20050701,51,20,361,228
28.7158,-97.1744,20050702,56,0,367,233
28.7158,-97.1744,20050703,58,0,372,233
28.7158,-97.1744,20050704,61,0,367,239
28.7158,-97.1744,20050705,61,0,344,233
28.7158,-97.1744,20050706,58,0,378,233
28.7158,-97.1744,20050707,58,0,394,233
28.7158,-97.1744,20050708,66,0,389,200
28.7158,-97.1744,20050709,56,0,372,217
28.7158,-97.1744,20050710,64,0,367,222
28.7158,-97.1744,20050711,61,0,372,222
28.7158,-97.1744,20050712,41,0,356,233
28.7158,-97.1744,20050713,51,3,356,233
28.7158,-97.1744,20050714,46,0,367,239
28.7158,-97.1744,20050715,58,127,383,233
28.7158,-97.1744,20050716,36,218,317,228
28.7158,-97.1744,20050717,36,13,322,228
28.7158,-97.1744,20050718,38,25,339,228
28.7158,-97.1744,20050719,56,28,344,228
28.7158,-97.1744,20050720,46,56,344,239
28.7158,-97.1744,20050721,20,434,311,239
28.7158,-97.1744,20050722,38,20,328,239
28.7158,-97.1744,20050723,41,28,339,233
28.7158,-97.1744,20050724,48,0,344,233
28.7158,-97.1744,20050725,48,0,344,228
28.7158,-97.1744,20050726,51,0,339,228
28.7158,-97.1744,20050727,56,0,344,222
28.7158,-97.1744,20050728,36,0,344,222
28.7158,-97.1744,20050729,56,3,350,233
28.7158,-97.1744,20050730,56,0,350,233
28.7158,-97.1744,20050731,41,25,350,222
28.7158,-97.1744,20050801,56,0,350,222
28.7158,-97.1744,20050802,53,0,350,233
28.7158,-97.1744,20050803,53,0,350,228
28.7158,-97.1744,20050804,48,0,344,233
28.7158,-97.1744,20050805,51,0,350,233
28.7158,-97.1744,20050806,20,5,311,228
28.7158,-97.1744,20050807,53,0,344,222
28.7158,-97.1744,20050808,46,0,350,222
28.7158,-97.1744,20050809,53,0,350,233
28.7158,-97.1744,20050810,53,0,350,244
28.7158,-97.1744,20050811,61,0,356,217
28.7158,-97.1744,20050812,64,0,356,217
28.7158,-97.1744,20050813,58,0,356,239
28.7158,-97.1744,20050814,53,0,361,239
28.7158,-97.1744,20050815,61,0,361,239
28.7158,-97.1744,20050816,30,69,339,244
28.7158,-97.1744,20050817,48,0,350,228
28.7158,-97.1744,20050818,147,0,361,233
28.7158,-97.1744,20050819,58,0,361,239
28.7158,-97.1744,20050820,56,0,367,239
28.7158,-97.1744,20050821,51,0,367,228
28.7158,-97.1744,20050822,46,0,367,233
28.7158,-97.1744,20050823,51,0,372,228
28.7158,-97.1744,20050824,51,0,367,233
28.7158,-97.1744,20050825,53,0,367,233
28.7158,-97.1744,20050826,38,0,361,239
28.7158,-97.1744,20050827,43,0,378,239
28.7158,-97.1744,20050828,53,0,389,222
28.7158,-97.1744,20050829,53,180,356,233
28.7158,-97.1744,20050830,56,0,361,239
28.7158,-97.1744,20050831,58,0,372,239
28.7158,-97.1744,20050901,41,0,372,233
28.7158,-97.1744,20050902,46,0,367,239
28.7158,-97.1744,20050903,3,28,344,233
28.7158,-97.1744,20050904,33,13,322,239
28.7158,-97.1744,20050905,48,0,344,228
28.7158,-97.1744,20050906,51,0,350,217
28.7158,-97.1744,20050907,41,25,339,211
28.7158,-97.1744,20050908,61,3,333,217
28.7158,-97.1744,20050909,43,0,339,222
28.7158,-97.1744,20050910,38,0,333,222
28.7158,-97.1744,20050911,33,0,311,228
28.7158,-97.1744,20050912,5,0,333,222
28.7158,-97.1744,20050913,28,25,328,233
28.7158,-97.1744,20050914,46,43,339,228
28.7158,-97.1744,20050915,46,0,339,228
28.7158,-97.1744,20050916,53,0,339,244
28.7158,-97.1744,20050917,48,0,350,222
28.7158,-97.1744,20050918,48,0,361,228
28.7158,-97.1744,20050919,46,0,361,222
28.7158,-97.1744,20050920,46,0,344,222
28.7158,-97.1744,20050921,41,0,350,222
28.7158,-97.1744,20050922,51,0,372,222
28.7158,-97.1744,20050923,48,0,378,233
28.7158,-97.1744,20050924,69,0,372,244
28.7158,-97.1744,20050925,64,0,383,228
28.7158,-97.1744,20050926,51,0,400,228
28.7158,-97.1744,20050927,33,0,389,244
28.7158,-97.1744,20050928,46,0,394,228
28.7158,-97.1744,20050929,46,0,389,233
28.7158,-97.1744,20050930,48,0,344,217
28.7158,-97.1744,20051001,38,0,350,217
28.7158,-97.1744,20051002,46,0,344,222
28.7158,-97.1744,20051003,36,91,344,217
28.7158,-97.1744,20051004,41,0,339,239
28.7158,-97.1744,20051005,38,0,289,228
28.7158,-97.1744,20051006,25,173,333,222
28.7158,-97.1744,20051007,51,3,339,139
28.7158,-97.1744,20051008,25,0,172,139
28.7158,-97.1744,20051009,38,0,267,122
28.7158,-97.1744,20051010,43,414,294,122
28.7158,-97.1744,20051011,23,0,300,122
28.7158,-97.1744,20051012,8,328,267,194
28.7158,-97.1744,20051013,28,0,311,194
28.7158,-97.1744,20051014,38,3,300,200
28.7158,-97.1744,20051015,33,0,294,183
28.7158,-97.1744,20051016,38,0,300,172
28.7158,-97.1744,20051017,38,0,300,156
28.7158,-97.1744,20051018,38,0,300,156
28.7158,-97.1744,20051019,36,0,306,156
28.7158,-97.1744,20051020,38,0,311,161
28.7158,-97.1744,20051021,36,0,311,167
28.7158,-97.1744,20051022,41,0,294,150
28.7158,-97.1744,20051023,38,0,294,128
28.7158,-97.1744,20051024,48,23,294,89
28.7158,-97.1744,20051025,41,0,189,44
28.7158,-97.1744,20051026,36,0,228,50
28.7158,-97.1744,20051027,38,0,244,67
28.7158,-97.1744,20051028,33,0,256,111
28.7158,-97.1744,20051029,43,0,239,83
28.7158,-97.1744,20051030,36,0,250,89
28.7158,-97.1744,20051031,25,0,278,150
28.7158,-97.1744,20051101,25,132,283,94
28.7158,-97.1744,20051102,41,0,222,39
28.7158,-97.1744,20051103,36,0,222,56
28.7158,-97.1744,20051104,33,0,267,100
28.7158,-97.1744,20051105,33,0,278,122
28.7158,-97.1744,20051106,30,0,294,122
28.7158,-97.1744,20051107,25,0,311,128
28.7158,-97.1744,20051108,20,0,294,211
28.7158,-97.1744,20051109,23,0,300,200
28.7158,-97.1744,20051110,28,5,311,183
28.7158,-97.1744,20051111,25,0,278,178
28.7158,-97.1744,20051112,28,0,300,183
28.7158,-97.1744,20051113,30,0,306,183
28.7158,-97.1744,20051114,28,0,306,178
28.7158,-97.1744,20051115,28,0,294,189
28.7158,-97.1744,20051116,36,8,306,83
28.7158,-97.1744,20051117,56,0,167,17
28.7158,-97.1744,20051118,33,0,167,17
28.7158,-97.1744,20051119,30,0,167,17
28.7158,-97.1744,20051120,18,3,189,94
28.7158,-97.1744,20051121,41,0,200,39
28.7158,-97.1744,20051122,33,0,217,33
28.7158,-97.1744,20051123,33,0,250,56
28.7158,-97.1744,20051124,41,0,294,72
28.7158,-97.1744,20051125,23,0,267,106
28.7158,-97.1744,20051126,18,3,267,144
28.7158,-97.1744,20051127,10,127,267,144
28.7158,-97.1744,20051128,33,0,278,106
28.7158,-97.1744,20051129,41,0,278,17
28.7158,-97.1744,20051130,28,0,183,56
28.7158,-97.1744,20051201,23,0,233,67
28.7158,-97.1744,20051202,30,0,211,106
28.7158,-97.1744,20051203,23,0,261,111
28.7158,-97.1744,20051204,25,0,278,111
28.7158,-97.1744,20051205,25,3,283,56
28.7158,-97.1744,20051206,36,0,150,-6
28.7158,-97.1744,20051207,23,0,172,-6
28.7158,-97.1744,20051208,8,0,133,-17
28.7158,-97.1744,20051209,15,0,28,-17
28.7158,-97.1744,20051210,13,0,78,11
28.7158,-97.1744,20051211,13,0,156,61
28.7158,-97.1744,20051212,23,0,183,28
28.7158,-97.1744,20051213,20,0,222,33
28.7158,-97.1744,20051214,18,0,239,100
28.7158,-97.1744,20051215,10,43,228,44
28.7158,-97.1744,20051216,30,0,156,17
28.7158,-97.1744,20051217,15,43,161,22
28.7158,-97.1744,20051218,10,0,111,50
28.7158,-97.1744,20051219,20,46,150,44
28.7158,-97.1744,20051220,23,0,156,44
28.7158,-97.1744,20051221,10,0,156,44
28.7158,-97.1744,20051222,25,0,156,17
28.7158,-97.1744,20051223,23,0,183,17
28.7158,-97.1744,20051224,25,3,244,17
28.7158,-97.1744,20051225,43,3,244,17
28.7158,-97.1744,20051226,33,0,244,17
28.7158,-97.1744,20051227,30,0,256,39
28.7158,-97.1744,20051228,20,0,261,78
28.7158,-97.1744,20051229,28,0,261,56
28.7158,-97.1744,20051230,28,0,244,50
28.7158,-97.1744,20051231,-9999,0,-9999,-9999
28.7158,-97.1744,20060101,18,0,256,56
28.7158,-97.1744,20060102,23,0,289,56
28.7158,-97.1744,20060103,36,0,289,50
28.7158,-97.1744,20060104,30,0,283,56
28.7158,-97.1744,20060105,20,0,278,100
28.7158,-97.1744,20060106,48,0,222,56
28.7158,-97.1744,20060107,38,0,194,11
28.7158,-97.1744,20060108,33,0,250,11
28.7158,-97.1744,20060109,33,0,256,11
28.7158,-97.1744,20060110,25,8,261,111
28.7158,-97.1744,20060111,36,3,172,6
28.7158,-97.1744,20060112,28,0,239,6
28.7158,-97.1744,20060113,13,0,239,6
28.7158,-97.1744,20060114,51,0,211,28
28.7158,-97.1744,20060115,33,0,206,44
28.7158,-97.1744,20060116,23,0,233,133
28.7158,-97.1744,20060117,15,99,256,89
28.7158,-97.1744,20060118,46,0,172,11
28.7158,-97.1744,20060119,33,0,228,50
28.7158,-97.1744,20060120,25,0,233,139
28.7158,-97.1744,20060121,20,0,256,111
28.7158,-97.1744,20060122,20,13,256,94
28.7158,-97.1744,20060123,8,28,256,94
28.7158,-97.1744,20060124,15,0,167,72
28.7158,-97.1744,20060125,28,0,211,44
28.7158,-97.1744,20060126,30,0,222,83
28.7158,-97.1744,20060127,15,0,178,100
28.7158,-97.1744,20060128,20,0,233,128
28.7158,-97.1744,20060129,8,94,222,100
28.7158,-97.1744,20060130,30,0,278,128
28.7158,-97.1744,20060131,43,0,233,61
28.7158,-97.1744,20060201,23,0,233,67
28.7158,-97.1744,20060202,30,0,211,106
28.7158,-97.1744,20060203,23,0,261,111
28.7158,-97.1744,20060204,25,0,278,111
28.7158,-97.1744,20060205,25,3,283,56
28.7158,-97.1744,20060206,36,0,150,-6
28.7158,-97.1744,20060207,23,0,172,-6
28.7158,-97.1744,20060208,8,0,133,-17
28.7158,-97.1744,20060209,15,0,28,-17
28.7158,-97.1744,20060210,13,0,78,11
28.7158,-97.1744,20060211,13,0,156,61
28.7158,-97.1744,20060212,23,0,183,28
28.7158,-97.1744,20060213,20,0,222,33
28.7158,-97.1744,20060214,18,0,239,100
28.7158,-97.1744,20060215,10,43,228,44
28.7158,-97.1744,20060216,30,0,156,17
28.7158,-97.1744,20060217,15,43,161,22
28.7158,-97.1744,20060218,10,0,111,50
28.7158,-97.1744,20060219,20,46,150,44
28.7158,-97.1744,20060220,23,0,156,44
28.7158,-97.1744,20060221,10,0,156,44
28.7158,-97.1744,20060222,25,0,156,17
28.7158,-97.1744,20060223,23,0,183,17
28.7158,-97.1744,20060224,25,3,244,17
28.7158,-97.1744,20060225,43,3,244,17
28.7158,-97.1744,20060226,33,0,244,17
28.7158,-97.1744,20060227,30,0,256,39
28.7158,-97.1744,20060228,20,0,261,78
28.7158,-97.1744,20060301,33,0,267,122
28.7158,-97.1744,20060302,43,0,289,150
28.7158,-97.1744,20060303,33,0,289,172
28.7158,-97.1744,20060304,28,3,278,89
28.7158,-97.1744,20060305,30,0,278,89
28.7158,-97.1744,20060306,33,0,289,89
28.7158,-97.1744,20060307,25,0,283,194
28.7158,-97.1744,20060308,25,0,278,183
28.7158,-97.1744,20060309,41,0,272,206
28.7158,-97.1744,20060310,61,0,306,89
28.7158,-97.1744,20060311,36,0,289,206
28.7158,-97.1744,20060312,36,0,294,206
28.7158,-97.1744,20060313,30,0,294,206
28.7158,-97.1744,20060314,43,0,261,94
28.7158,-97.1744,20060315,56,0,256,83
28.7158,-97.1744,20060316,20,0,228,133
28.7158,-97.1744,20060317,23,0,294,183
28.7158,-97.1744,20060318,25,0,272,206
28.7158,-97.1744,20060319,28,0,283,222
28.7158,-97.1744,20060320,15,3,261,217
28.7158,-97.1744,20060321,51,5,283,111
28.7158,-97.1744,20060322,56,0,233,83
28.7158,-97.1744,20060323,18,0,156,89
28.7158,-97.1744,20060324,43,0,144,17
28.7158,-97.1744,20060325,43,0,178,6
28.7158,-97.1744,20060326,46,0,228,6
28.7158,-97.1744,20060327,30,0,239,6
28.7158,-97.1744,20060328,10,20,233,167
28.7158,-97.1744,20060329,13,330,256,150
28.7158,-97.1744,20060330,23,10,278,167
28.7158,-97.1744,20060331,18,0,267,206
28.7158,-97.1744,20060401,25,0,294,222
28.7158,-97.1744,20060402,41,0,289,222
28.7158,-97.1744,20060403,46,0,289,206
28.7158,-97.1744,20060404,38,0,317,183
28.7158,-97.1744,20060405,46,0,306,194
28.7158,-97.1744,20060406,46,0,283,194
28.7158,-97.1744,20060407,30,0,283,211
28.7158,-97.1744,20060408,30,0,339,161
28.7158,-97.1744,20060409,71,0,256,117
28.7158,-97.1744,20060410,51,0,278,94
28.7158,-97.1744,20060411,51,0,278,117
28.7158,-97.1744,20060412,38,0,278,139
28.7158,-97.1744,20060413,20,0,272,172
28.7158,-97.1744,20060414,48,0,283,133
28.7158,-97.1744,20060415,51,0,294,133
28.7158,-97.1744,20060416,51,0,300,133
28.7158,-97.1744,20060417,51,0,311,133
28.7158,-97.1744,20060418,48,0,328,211
28.7158,-97.1744,20060419,51,0,317,206
28.7158,-97.1744,20060420,51,0,322,211
28.7158,-97.1744,20060421,33,0,322,194
28.7158,-97.1744,20060422,25,0,278,172
28.7158,-97.1744,20060423,46,0,317,172
28.7158,-97.1744,20060424,30,0,300,200
28.7158,-97.1744,20060425,23,0,300,228
28.7158,-97.1744,20060426,36,0,328,167
28.7158,-97.1744,20060427,41,0,267,161
28.7158,-97.1744,20060428,25,0,267,161
28.7158,-97.1744,20060429,38,0,306,194
28.7158,-97.1744,20060430,64,0,328,122
28.7158,-97.1744,20060501,64,0,339,139
28.7158,-97.1744,20060502,48,0,333,172
28.7158,-97.1744,20060503,0,0,322,222
28.7158,-97.1744,20060504,48,0,322,211
28.7158,-97.1744,20060505,46,307,333,178
28.7158,-97.1744,20060506,48,3,333,178
28.7158,-97.1744,20060507,23,163,294,178
28.7158,-97.1744,20060508,36,0,328,222
28.7158,-97.1744,20060509,36,0,317,228
28.7158,-97.1744,20060510,38,0,333,239
28.7158,-97.1744,20060511,46,0,367,172
28.7158,-97.1744,20060512,66,0,294,122
28.7158,-97.1744,20060513,58,0,294,144
28.7158,-97.1744,20060514,56,0,322,167
28.7158,-97.1744,20060515,38,89,317,194
28.7158,-97.1744,20060516,66,0,283,144
28.7158,-97.1744,20060517,66,0,294,144
28.7158,-97.1744,20060518,58,0,322,156
28.7158,-97.1744,20060519,58,0,339,172
28.7158,-97.1744,20060520,-9999,0,-9999,-9999
28.7158,-97.1744,20060521,-9999,0,-9999,-9999
28.7158,-97.1744,20060522,56,0,333,172
28.7158,-97.1744,20060523,51,0,333,211
28.7158,-97.1744,20060524,51,0,328,206
28.7158,-97.1744,20060525,53,0,333,217
28.7158,-97.1744,20060526,53,0,339,333
28.7158,-97.1744,20060527,56,0,333,228
28.7158,-97.1744,20060528,53,0,333,228
28.7158,-97.1744,20060529,23,353,333,200
28.7158,-97.1744,20060530,38,28,333,200
28.7158,-97.1744,20060531,43,3,311,206
28.7158,-97.1744,20060601,13,655,256,211
28.7158,-97.1744,20060602,13,312,256,206
28.7158,-97.1744,20060603,30,5,289,206
28.7158,-97.1744,20060604,46,0,322,200
28.7158,-97.1744,20060605,51,0,322,200
28.7158,-97.1744,20060606,56,0,322,194
28.7158,-97.1744,20060607,56,0,322,194
28.7158,-97.1744,20060608,56,0,322,194
28.7158,-97.1744,20060609,51,0,322,200
28.7158,-97.1744,20060610,56,0,333,200
28.7158,-97.1744,20060611,51,0,328,194
28.7158,-97.1744,20060612,56,0,328,194
28.7158,-97.1744,20060613,51,0,339,206
28.7158,-97.1744,20060614,56,0,356,217
28.7158,-97.1744,20060615,53,0,344,228
28.7158,-97.1744,20060616,51,0,328,233
28.7158,-97.1744,20060617,41,76,322,244
28.7158,-97.1744,20060618,48,5,328,206
28.7158,-97.1744,20060619,41,259,322,206
28.7158,-97.1744,20060620,53,13,350,228
28.7158,-97.1744,20060621,25,66,344,222
28.7158,-97.1744,20060622,41,0,317,233
28.7158,-97.1744,20060623,51,3,322,228
28.7158,-97.1744,20060624,53,0,333,222
28.7158,-97.1744,20060625,53,0,339,233
28.7158,-97.1744,20060626,53,0,350,239
28.7158,-97.1744,20060627,61,0,339,217
28.7158,-97.1744,20060628,58,0,328,189
28.7158,-97.1744,20060629,74,0,328,206
28.7158,-97.1744,20060630,56,0,328,211
28.7158,-97.1744,20060701,41,0,339,217
28.7158,-97.1744,20060702,15,135,289,217
28.7158,-97.1744,20060703,38,0,300,228
28.7158,-97.1744,20060704,20,5,283,233
28.7158,-97.1744,20060705,41,79,322,228
28.7158,-97.1744,20060706,43,8,322,233
28.7158,-97.1744,20060707,38,53,322,239
28.7158,-97.1744,20060708,23,86,300,233
28.7158,-97.1744,20060709,48,0,317,233
28.7158,-97.1744,20060710,41,61,311,239
28.7158,-97.1744,20060711,43,0,328,239
28.7158,-97.1744,20060712,51,0,328,228
28.7158,-97.1744,20060713,46,0,333,233
28.7158,-97.1744,20060714,51,0,333,233
28.7158,-97.1744,20060715,51,0,328,233
28.7158,-97.1744,20060716,43,0,333,233
28.7158,-97.1744,20060717,53,0,344,228
28.7158,-97.1744,20060718,53,0,350,228
28.7158,-97.1744,20060719,51,81,350,233
28.7158,-97.1744,20060720,51,0,339,222
28.7158,-97.1744,20060721,51,0,333,228
28.7158,-97.1744,20060722,48,0,339,228
28.7158,-97.1744,20060723,56,51,344,222
28.7158,-97.1744,20060724,41,69,339,228
28.7158,-97.1744,20060725,46,23,328,233
28.7158,-97.1744,20060726,23,185,289,233
28.7158,-97.1744,20060727,18,0,294,239
28.7158,-97.1744,20060728,33,3,317,233
28.7158,-97.1744,20060729,51,0,328,239
28.7158,-97.1744,20060730,53,0,333,233
28.7158,-97.1744,20060731,53,0,333,233
28.7158,-97.1744,20060801,51,0,328,233
28.7158,-97.1744,20060802,48,0,328,239
28.7158,-97.1744,20060803,43,5,328,228
28.7158,-97.1744,20060804,51,0,339,239
28.7158,-97.1744,20060805,46,0,328,228
28.7158,-97.1744,20060806,53,0,344,228
28.7158,-97.1744,20060807,36,0,344,228
28.7158,-97.1744,20060808,36,0,328,228
28.7158,-97.1744,20060809,41,0,339,233
28.7158,-97.1744,20060810,56,0,350,228
28.7158,-97.1744,20060811,53,0,356,239
28.7158,-97.1744,20060812,56,0,344,228
28.7158,-97.1744,20060813,56,0,344,228
28.7158,-97.1744,20060814,46,0,344,228
28.7158,-97.1744,20060815,48,0,344,222
28.7158,-97.1744,20060816,53,0,356,233
28.7158,-97.1744,20060817,56,0,356,233
28.7158,-97.1744,20060818,56,0,367,233
28.7158,-97.1744,20060819,41,0,356,233
28.7158,-97.1744,20060820,36,0,344,233
28.7158,-97.1744,20060821,36,3,356,233
28.7158,-97.1744,20060822,38,0,350,228
28.7158,-97.1744,20060823,46,0,356,239
28.7158,-97.1744,20060824,30,5,350,233
28.7158,-97.1744,20060825,53,0,361,239
28.7158,-97.1744,20060826,56,0,361,239
28.7158,-97.1744,20060827,41,0,361,239
28.7158,-97.1744,20060828,48,0,361,239
28.7158,-97.1744,20060829,53,0,356,228
28.7158,-97.1744,20060830,53,0,372,233
28.7158,-97.1744,20060831,58,0,372,211
28.7158,-97.1744,20060901,53,0,361,206
28.7158,-97.1744,20060902,56,0,356,206
28.7158,-97.1744,20060903,30,43,356,206
28.7158,-97.1744,20060904,41,0,356,206
28.7158,-97.1744,20060905,38,0,356,206
28.7158,-97.1744,20060906,33,0,311,206
28.7158,-97.1744,20060907,53,0,339,150
28.7158,-97.1744,20060908,58,0,350,156
28.7158,-97.1744,20060909,36,102,339,206
28.7158,-97.1744,20060910,20,18,300,217
28.7158,-97.1744,20060911,36,74,328,228
28.7158,-97.1744,20060912,13,274,289,239
28.7158,-97.1744,20060913,10,76,256,228
28.7158,-97.1744,20060914,46,0,328,217
28.7158,-97.1744,20060915,41,0,328,217
28.7158,-97.1744,20060916,46,0,333,222
28.7158,-97.1744,20060917,46,0,339,244
28.7158,-97.1744,20060918,23,427,339,222
28.7158,-97.1744,20060919,23,3,294,189
28.7158,-97.1744,20060920,53,0,306,150
28.7158,-97.1744,20060921,51,0,311,150
28.7158,-97.1744,20060922,41,0,328,200
28.7158,-97.1744,20060923,43,0,328,261
28.7158,-97.1744,20060924,41,173,328,217
28.7158,-97.1744,20060925,28,0,328,172
28.7158,-97.1744,20060926,48,0,283,161
28.7158,-97.1744,20060927,46,0,294,150
28.7158,-97.1744,20060928,36,0,311,156
28.7158,-97.1744,20060929,36,0,317,194
28.7158,-97.1744,20060930,36,15,322,189
28.7158,-97.1744,20061001,41,3,322,200
28.7158,-97.1744,20061002,33,0,317,206
28.7158,-97.1744,20061003,28,28,317,211
28.7158,-97.1744,20061004,33,3,311,206
28.7158,-97.1744,20061005,38,0,322,211
28.7158,-97.1744,20061006,36,0,311,206
28.7158,-97.1744,20061007,41,0,333,211
28.7158,-97.1744,20061008,30,0,294,178
28.7158,-97.1744,20061009,41,0,300,183
28.7158,-97.1744,20061010,28,25,233,-9999
